Gen_ID,Date,Sex,Length,Location,Phen_num,q,big_Q,q_ci_width,Q_ci_width
WCR2019_0554,5/26/2019,Female ,467,Trout Creek,NA,0.0629694241334566,0.123986768475466,0.00663663595914832,0.0129721447825432
WCR2019_0555,5/26/2019,Female ,440,Trout Creek,NA,0.55118600879935,0.707854258986725,0.00959890112280848,0.0182146310806274
WCR2019_0596,5/26/2019,Male ,403,Trout Creek,NA,0.188523045451991,0.368035937035563,0.00901564508676533,0.0180131077766418
WCR2019_0060,5/10/2019,Female ,465,Trout Creek,NA,0.0140792861756408,0.0279218050269089,0.00422874838113796,0.00849379850551486
WCR2019_0622,6/13/2019,Female ,497,Trout Creek,NA,0.112859816324694,0.197340928122573,0.00978590548038483,0.0179524313658476
WCR2019_0627,6/14/2019,Male ,453,Middle Creek,NA,0.00164061547180138,0.00324860358725305,0.00260944217443471,0.00520655804139096
WCR2019_0634,6/21/2019,Male ,442,Middle Creek,NA,0.995843381316497,0.00828854752345888,0.00179191913921386,0.00357412915909663
WCR2019_0076,5/11/2019,Female ,440,Trout Creek,NA,0.0710003018824533,0.12652052852657,0.00690873265266412,0.0129004199057817
WCR2019_0077,5/11/2019,Female ,486,Trout Creek,NA,0.0318963177105005,0.0603061171293516,0.00525878518819811,0.0101820630952716
WCR2019_1048,9/5/19,NA,45,Site 2,NA,0.25964227958486,0.483512355959278,0.0096831068396569,0.0184953145682811
WCR2019_1058,9/5/19,NA,39,Site 2,NA,0.00646922814943453,0.0129099344681606,0.00331384241580956,0.00663575127255171
WCR2019_1063,9/5/19,NA,33,Site 3,NA,0.999965736543995,4.96663183922513e-05,0.000233095557384906,0.000414098036708286
WCR2019_1069,9/5/19,NA,49,Site 3,NA,0.308038814460067,0.601382196984072,0.0104712128639222,0.0206835761666297
WCR2019_1070,9/5/19,NA,39,Site 3,NA,0.182467099887201,0.323845348200579,0.00961826741695393,0.0181492015719413
WCR2019_1205,9/13/19,NA,27,Site 2,NA,0.174088135350538,0.33965729043059,0.00927368700504305,0.0185979209840298
WCR2019_1206,9/13/19,NA,40,Site 2,NA,0.999742681688961,0.000495460871152361,0.000834853878322089,0.00165465534368535
WCR2019_1217,9/13/19,NA,43,Site 3,NA,0.49447257305185,0.894838793633998,0.00651662349700921,0.0127140641212464
WCR2019_1223,9/13/19,NA,32,Site 3,NA,0.23802291112042,0.454693966639795,0.0096241533756255,0.0188340462744236
WCR2019_1429,9/22/19,NA,41,Site 1,NA,0.792604083795657,0.407374119936735,0.00858042798936365,0.0167588472366332
WCR2019_1436,9/22/19,NA,47,Site 1,NA,0.00826848951631343,0.016478037514681,0.00392455309629447,0.00785426031798124
WCR2019_1437,9/22/19,NA,37,Site 1,NA,0.275149303916199,0.545880426144463,0.00948456376791007,0.0190377637743949
WCR2019_1440,9/22/19,NA,51,Site 1,NA,0.533849985352878,0.932273195403061,0.00588559955358503,0.0117592200636862
WCR2019_1473,9/22/19,NA,42,Site 3,NA,0.999921288894511,0.000140226470593818,0.000425259990183712,0.000824520808237064
WCR2019_1576,9/27/19,NA,51,Site 1,NA,0.0240940805104957,0.0481356803606125,0.00471981018781664,0.00941119752824306
WCR2019_1582,9/27/19,NA,45,Site 1,NA,0.999970596155216,3.31682436587595e-05,0.000191460457651359,0.000287831294554045
WCR2019_1609,9/27/19,NA,37,Site 2,NA,0.125580415291091,0.217722598284312,0.00891789793968212,0.0163354873657227
WCR2019_1614,9/27/19,NA,46,Site 3,NA,0.999059324631061,0.00186479196489498,0.00106725988807739,0.00212501246860484
WCR2019_1694,10/3/19,NA,44,Site 1,NA,0.658190115933446,0.672910531183769,0.00853090807795526,0.0169303625822067
WCR2019_1701,10/3/19,NA,43,Site 1,NA,0.994459424638885,0.0110590024577218,0.00215641671093181,0.0043102128431201
WCR2019_1707,10/3/19,NA,49,Site 1,NA,0.499419749526457,0.981636758039052,0.0045066624879837,0.00898387730121619
WCR2019_1708,10/3/19,NA,42,Site 1,NA,0.652940912835899,0.688173614452625,0.00840658918023113,0.0169642835855485
WCR2019_1808,10/13/19,NA,53,Site 1,NA,0.000982123428526396,0.00186199375834522,0.00203195065259931,0.00395344958869885
WCR2019_1811,10/13/19,NA,47,Site 1,NA,0.263605874447987,0.517883795191502,0.00900578349828718,0.0177488863468169
WCR2019_1837,10/13/19,NA,57,Site 2,NA,0.0162078727683823,0.0309355671324864,0.00437887907028189,0.00866090599447489
WCR2019_1843,10/13/19,NA,48,Site 3,NA,0.407520097127591,0.725524749019365,0.00873677134513851,0.0166754081845284
WCR2019_0747,8/18/19,NA,33,Site 1,NA,0.280635197991612,0.530467120402161,0.00943069308996203,0.0180641084909439
WCR2019_0760,8/18/19,NA,30,Site 2,NA,0.00202662704603635,5.39214520081593e-05,0.00208307951688769,0.000480621140013673
WCR2019_0771,8/18/19,NA,29,Site 2,NA,0.0171927971763258,0.0343308904953301,0.00466492474079128,0.00929358340799808
WCR2019_0772,8/18/19,NA,27,Site 2,NA,0.000148533180963006,0.000251649771155516,0.000970460474491119,0.00187430279911486
WCR2019_0912,8/27/19,NA,42,Site 2,NA,0.00147550676353663,0.00292465602454357,0.0030645191669465,0.00610666527037091
WCR2019_0924,8/27/19,NA,26,Site 3,NA,0.998303633366508,0.00337031399650866,0.00159911640366772,0.00318914630624931
WCR2019_0925,8/27/19,NA,32,Site 3,NA,0.517773843106182,0.95635895923979,0.00499436035752304,0.010150919854641
WCR2020_002,4/18/20,Male,479,Middle,1,0.00659123257914526,0.0131459041484685,0.00351643264293677,0.00703599269036203
WCR2020_003,4/18/20,Male,358,Middle,2,0.499391011840653,0.984586162454095,0.0044979430735112,0.00936508178710938
WCR2020_004,4/18/20,Male,471,Middle,0,6.50476811971855e-05,8.60930199770629e-05,0.000454786419868514,0.000783785598468957
WCR2020_005,4/18/20,Male,442,Middle,0,0.0167848864870531,0.0331886079132386,0.0046031147241592,0.00918190390802919
WCR2020_006,4/18/20,Male,405,Middle,0,3.11183970382509e-05,1.62316374206679e-05,0.000226739048957869,0.000149356473775695
WCR2020_008,4/19/20,Male,506,Middle,1,0.051997023097871,0.103872930571951,0.00698201507329932,0.0139135882258415
WCR2020_009,4/19/20,Male,428,Middle,0,0.0323426040213812,0.0640312219032183,0.00523383319377901,0.010559731349349
WCR2020_010,4/19/20,Male,440,Middle,0,0.00432448322444083,0.00849827110131018,0.00413021445274364,0.00830289013683796
WCR2020_011,4/19/20,Male,402,Middle,1,0.0533964787781153,0.10620147703451,0.00718929022550585,0.0144307216629386
WCR2020_012,4/20/20,Male,479,Middle,0,7.48721553932051e-05,0.000108065528747447,0.000531020760536238,0.000952657315065138
WCR2020_013,4/20/20,Male,481,Middle,1,0.0113998985198733,0.0224546581625018,0.00519814938306817,0.0103217433206737
WCR2020_014,4/20/20,Male,473,Middle,1,4.00015285347637e-05,2.57707201778814e-05,0.000264005362987541,0.000236960658367021
WCR2020_015,4/20/20,Male,446,Middle,0,0.00370419172415558,0.00255179791992624,0.00351836830377583,0.00585515384032534
WCR2020_016,4/20/20,Male,461,Middle,0,0.000149466423662468,0.00025837270239139,0.000924713909626007,0.00179370781115706
WCR2020_017,4/21/20,Male,488,Middle,0,0.0157430947933817,0.0314038807605447,0.00439407676458359,0.00877063903026283
WCR2020_018,4/21/20,Female,485,Middle,3,0.498959366194476,0.981104317646602,0.00433693975210192,0.00872589647769928
WCR2020_019,4/21/20,Male,487,Middle,0,0.00200507952368868,0.00396613928017202,0.00196394771337516,0.00390931584406644
WCR2020_020,4/21/20,Male,395,Middle,0,0.014809060856518,0.0192630712067088,0.0042784690856934,0.00684182615950703
WCR2020_021,4/21/20,Male,439,Middle,0,0.00540470885496918,0.000124017086022269,0.00330348014831539,0.0010419606900541
WCR2020_022,4/21/20,Male,453,Middle,0,0.0293614541326018,0.0581725308853576,0.00588411688804624,0.0117025178857148
WCR2020_023,4/21/20,Female,493,Middle,1,0.0365401252533641,0.0730190204784017,0.00544644743204115,0.0109078507870436
WCR2020_024,4/21/20,Male,455,Middle,1,0.0419124863089073,0.0834497332161871,0.00573797523975372,0.0115409107878804
WCR2020_025,4/21/20,Male,440,Middle,3,0.513038862779223,0.919778731191295,0.00629966333508492,0.0129473373293876
WCR2020_026,4/25/20,Male,487,Middle,0,4.04050042979526e-05,4.8002204893446e-05,0.000286403298378035,0.000441878719720977
WCR2020_027,4/26/20,Female,446,Middle,0,0.0045099133030102,0.00771267786453446,0.00332710146903992,0.00611844302620739
WCR2020_028,4/29/20,Male,353,Middle,1,0.297376646759181,0.581193411028248,0.00932664424180973,0.0187199130654334
WCR2020_029,4/29/20,Female,500,Middle,0,0.0474604935100538,0.092132524269922,0.00680036544799811,0.0134344710037112
WCR2020_030,4/30/20,Male,457,Middle,0,0.00520387629891416,0.0102086637711586,0.00463489294052133,0.00923432926647365
WCR2020_031,5/8/20,Male,462,Middle,0,0.0543714656029967,0.104812297696012,0.00769815444946287,0.0152391977608204
WCR2020_032,5/9/20,Female,508,Middle,0,0.000108422302381154,3.72232149044488e-05,0.000688910484313965,0.000332959929801284
WCR2020_033,5/10/20,Male,542,Middle,2,0.0203023919700805,0.0349754127080756,0.00473264306783672,0.00866858842782675
WCR2020_034,5/10/20,Male,487,Middle,2,0.000533054431600448,0.00102242366043326,0.00184225440025332,0.00363191834765969
WCR2020_036,5/12/20,Male,492,Middle,4,0.482008778427182,0.903049947133009,0.00700227916240681,0.0142585098743438
WCR2020_037,5/12/20,Male,484,Middle,0,0.0410750504084274,0.0820122385817184,0.00568583309650417,0.011321553401649
WCR2020_038,5/12/20,Male,421,Middle,2,0.0537533304277251,0.106200557864517,0.00696527808904646,0.0139999650418758
WCR2020_039,5/12/20,Male,478,Middle,0,0.0134594421451055,0.0267383279207152,0.00401701331138604,0.00794367105700075
WCR2020_040,5/12/20,Male,455,Middle,0,0.0173869200109172,0.0229271225523118,0.00452889502048492,0.00741107165813446
WCR2020_041,5/12/20,Male,446,Middle,5,0.509465756118298,0.96795631582367,0.00450958609580993,0.00928195118904107
WCR2020_042,5/12/20,Male,460,Middle,4,0.350460163558694,0.683811839866912,0.00964275896549216,0.019363971054554
WCR2020_044,5/13/20,Male,374,Middle,3,0.510448593349977,0.511947454717653,0.0126948691904544,0.0206194996833801
WCR2020_045,5/14/20,Male,409,Middle,0,0.0269844569088142,0.0538061635598712,0.00539959669113166,0.0107987173832953
WCR2020_046,5/14/20,Male,500,Middle,5,0.512892799699443,0.964860541991804,0.00462225526571275,0.00929993242025373
WCR2020_047,5/14/20,Male,452,Middle,1,0.0135154163634576,0.0269896717490521,0.00392166227102275,0.00781372631900012
WCR2020_048,5/15/20,Male,490,Middle,1,0.0073393567356859,0.0145561137554589,0.00352993905544285,0.0070695836097002
WCR2020_049,5/15/20,Male,425,Middle,0,0.00527333635917126,0.0104901045653166,0.00267258435487738,0.00533256833441555
WCR2020_050,5/15/20,Male,440,Middle,0,0.0188229372235679,0.0375959856890613,0.00487984567880639,0.00975716598331929
WCR2020_052,5/15/20,Male,424,Middle,2,0.503102375815312,0.984636187221127,0.00361341685056688,0.00737172514200202
WCR2020_053,5/15/20,Male,418,Middle,1,0.00678197974687035,0.013498456316877,0.00380722135305411,0.00761514636687934
WCR2020_054,5/15/20,Male,467,Middle,1,0.00327356838778427,0.00641784035236757,0.0021886885166168,0.00430558992084116
WCR2020_055,5/15/20,Male,375,Middle,1,0.016793138554384,0.0334039610240009,0.00428735017776494,0.00855600940994918
WCR2020_056,5/15/20,Male,430,Middle,1,0.0199601541068833,0.039855275835585,0.00416121780872347,0.00830886047333478
WCR2020_057,5/15/20,Male,467,Middle,1,0.001023672171332,0.00176963527587903,0.00272860229015348,0.00519569121410185
WCR2020_058,5/15/20,Male,465,Middle,1,0.0158393016766393,0.0316248547799628,0.00443451255559923,0.00885514304973184
WCR2020_060,5/15/20,Female,436,Middle,2,0.583778086472517,0.81780594172834,0.00777315869927403,0.0157480373978616
WCR2020_061,5/15/20,Male,460,Middle,3,0.503573048900941,0.977450243320273,0.00458474233746525,0.00926967561244962
WCR2020_062,5/15/20,Male,468,Middle,0,0.0119915130082518,0.0239280376269685,0.00361288934946058,0.00720356563106179
WCR2020_063,5/16/20,Male,434,Middle,0,0.162189339035373,0.315415171576642,0.0088169127702713,0.017226480692625
WCR2020_064,5/16/20,Male,490,Middle,0,0.00764761310699663,0.0108907804752422,0.00395147204399116,0.00678337451536208
WCR2020_065,5/16/20,Male,396,Middle,0,0.0140580965148756,0.0273847260805725,0.00377884209156032,0.00743262162432073
WCR2020_066,5/16/20,Male,426,Middle,1,0.154614230681254,0.304862246186226,0.00933761447668069,0.0187570370733738
WCR2020_068,5/16/20,Male,450,Middle,1,0.237849771387276,0.461205883228231,0.00954464972019187,0.0187562607228756
WCR2020_069,5/16/20,Male,370,Middle,4,0.505850163369343,0.977352779165082,0.00458595529198647,0.00935732126235955
WCR2020_070,5/16/20,Male,450,Middle,1,0.51174187191944,0.972116831612998,0.00467540398240091,0.00934531092643742
WCR2020_071,5/16/20,Female,453,Middle,3,0.521117163910263,0.951806680416239,0.00482850968837739,0.00988319218158717
WCR2020_072,5/17/20,Male,433,Middle,0,0.0226462122840785,0.0400575757574761,0.00536559820175175,0.0100788182578981
WCR2020_073,5/17/20,Female,467,Middle,0,0.00777063482986956,0.0138254813340375,0.00354204177856443,0.00685238086152821
WCR2020_074,5/18/20,Male,NA,Middle,6,0.987282939159322,0.0247555186887454,0.00312588012311608,0.00613876176066695
WCR2020_076,5/18/20,Male,396,Middle,1,0.0836886044788635,0.16692462324411,0.00739222466945644,0.0146671712398529
WCR2020_077,5/18/20,Female,454,Middle,6,0.714664869126917,0.550390198713747,0.00944707095623021,0.0189445197582244
WCR2020_078,5/18/20,Female,500,Middle,0,2.30824425106732e-05,2.26204329753297e-05,0.000160098075866699,0.000214618135578346
WCR2020_079,5/18/20,Male,438,Middle,0,0.000107048000920228,4.41416969521389e-05,0.000607520341873169,0.000415590211196098
WCR2020_080,5/18/20,Male,319,Middle,3,0.506526894970187,0.979146385758088,0.00427294448018073,0.00875845998525626
WCR2020_081,5/21/20,Male,436,Middle,2,0.260697060816589,0.477010182656091,0.0100238204002381,0.0192411795258522
WCR2020_082,5/21/20,Female,383,Middle,2,0.303209588937033,0.429675565425349,0.0120491489768029,0.020347099751234
WCR2020_084,5/22/20,Male,424,Middle,1,2.48874035549889e-05,2.67037100485253e-05,0.000174529850482941,0.000245569997059644
WCR2020_085,5/22/20,Male,490,Middle,3,0.26528864238454,0.385964412170238,0.0110713124275208,0.018873755633831
WCR2020_086,5/23/20,Male,519,Middle,0,0.0294423793842909,0.0586387736943347,0.00539191067218781,0.010825012344867
WCR2020_087,5/23/20,Male,464,Middle,1,0.00144156699676151,0.00201169963372647,0.00318409502506256,0.00569646404821986
WCR2020_088,5/23/20,Male,440,Middle,0,0.222963009740429,0.439686188733783,0.00900917649269106,0.0179609641432762
WCR2020_089,5/24/20,Female,494,Middle,1,0.337858281760723,0.632981289029121,0.00915041416883466,0.0179536759853363
WCR2020_090,5/24/20,Female,490,Middle,0,0.0106902169414807,0.0210063413800886,0.00390896797180185,0.0077094139996916
WCR2020_091,5/25/20,Male,425,Middle,0,0.0109114541594025,0.0164320473125654,0.00416501313447948,0.00715154078789055
WCR2020_092,5/25/20,Male,396,Middle,1,0.0150867140205342,0.0300162494855922,0.00491611361503608,0.00985834551975131
WCR2020_093,5/25/20,Male,484,Middle,1,0.0248074165629972,0.0485150073327381,0.00462312251329422,0.00915798554196954
WCR2020_094,5/25/20,Female,450,Middle,5,0.537417933218096,0.915332561803275,0.00587142407894137,0.0116473466157914
WCR2020_095,5/25/20,Male,437,Middle,3,0.278708851957458,0.534360126733095,0.00962761044502258,0.0188482344150543
WCR2020_096,5/25/20,Male,425,Middle,2,0.292404023725754,0.493210279268437,0.0100992426276207,0.0184267058968545
WCR2020_098,5/26/20,Male,416,Middle,1,5.75618972633109e-05,6.95367039660864e-05,0.00039441585540767,0.000643308328289996
WCR2020_099,5/26/20,Female,479,Middle,2,0.505474737128992,0.973018458077962,0.00457649976015095,0.00927955955266946
WCR2020_100,5/26/20,Male,456,Middle,6,0.999010988323168,0.00195662726114393,0.00124373744838522,0.00246705132740317
WCR2020_102,5/26/20,Male,542,Middle,3,0.510012263525491,0.954965918358715,0.0051757052540779,0.0104368552565576
WCR2020_103,5/29/20,Male,439,Middle,2,0.00768095262091735,0.0142614280335584,0.00332232117652898,0.00638203758280724
WCR2020_104,5/29/20,Male,463,Middle,6,0.745051616683774,0.487114520853963,0.00911333486437793,0.0180025249719619
WCR2020_105,5/29/20,Female,440,Middle,0,9.64539702077164e-05,7.0568793038832e-05,0.000500325858592943,0.000630271084082769
WCR2020_106,5/29/20,Female,461,Middle,6,0.582360271982763,0.807604192652922,0.00821177586913108,0.0164770260453225
WCR2020_107,5/29/20,Female,419,Middle,5,0.988443979860722,1.9858245789902e-05,0.0037787803215906,0.000177351968159198
WCR2020_108,5/30/20,Male,469,Middle,1,0.0138410729495273,0.02762802264985,0.00371459424495701,0.00745431878603994
WCR2020_109,5/30/20,Female,454,Middle,6,0.994508648113958,0.0109174295760231,0.00213774526491761,0.00425350784789771
WCR2020_110,5/30/20,Female,477,Middle,0,0.0347260290200169,0.0687292907836622,0.00558087378740313,0.0112316662445664
WCR2020_111,5/30/20,Female,434,Middle,1,0.02605277278771,0.0508727415580431,0.00501799732446673,0.0100617907010019
WCR2020_112,5/31/20,Female,451,Middle,0,0.0665968142704631,0.107667878947124,0.00706850290298455,0.0121505552902818
WCR2020_113,5/31/20,Male,449,Middle,1,0.00274540724584715,0.005350257138074,0.00218409895896921,0.00432935428689234
WCR2020_114,5/31/20,Female,423,Middle,3,0.515105828786718,0.956232511507369,0.00516478270292281,0.0104239851236343
WCR2020_115,5/31/20,Female,495,Middle,1,0.0141004627228757,0.0239472331063843,0.00672179013490681,0.0123842919711024
WCR2020_116,5/31/20,Male,480,Middle,0,0.00660833297184958,0.0131024389879393,0.00359313786029813,0.00714567068498582
WCR2020_117,6/1/20,Male,482,Middle,2,0.124056226682646,0.24163939767014,0.00836024880409236,0.0163197237998247
WCR2020_118,6/1/20,Male,456,Middle,1,0.0214722368212138,0.0420090662264105,0.00427575558423987,0.00838390477001667
WCR2020_119,6/2/20,Female,466,Middle,0,0.0189170222612762,0.0333258990485264,0.00633344650268552,0.012072981428355
WCR2020_120,6/2/20,Female,459,Middle,0,0.0151558613335585,0.0302123140033078,0.00433961451053622,0.00865533370524645
WCR2020_121,6/2/20,Female,479,Middle,2,0.539155008837409,0.910566810037213,0.00593331158161164,0.011969368159771
WCR2020_122,6/2/20,Female,442,Middle,6,0.99949753405719,0.000982323284009275,0.00107606009853356,0.00212077065722247
WCR2020_123,6/2/20,Female,474,Middle,0,0.00633869749900681,0.0126155186330514,0.00277579426765451,0.00554135653655976
WCR2020_124,6/6/20,Male,445,Middle,0,0.0355139542314299,0.0709000797659673,0.00593271404504769,0.011841206997633
WCR2020_125,6/6/20,Female,385,Middle,3,0.378136947689385,0.545625705304502,0.0109333202242852,0.0192836567759515
WCR2020_126,6/6/20,Female,486,Middle,1,0.0223986542130681,0.0441517037354495,0.00490602105855931,0.00975641850382088
WCR2020_128,6/7/20,Male,483,Middle,4,0.502434974814626,0.977844499801767,0.00447554886341095,0.00900971740484235
WCR2020_130,6/7/20,Female,484,Middle,4,0.510615442408912,0.955163846930553,0.00516369938850397,0.0104505956172944
WCR2020_131,6/7/20,Male,450,Middle,0,0.047276893046995,0.0775026031305221,0.00616672188043588,0.0109538549557328
WCR2020_132,6/7/20,Male,473,Middle,0,0.266831263050266,0.50988640576601,0.0096092760562897,0.0187092229723931
WCR2020_133,6/7/20,Female,428,Middle,0,0.0437491810227605,0.087206514136459,0.00614008456468573,0.0122532093897462
WCR2020_134,6/8/20,Male,455,Middle,2,0.52462635484235,0.937125597904468,0.00565416961908344,0.0113175347447395
WCR2020_135,6/8/20,Female,464,Middle,0,0.000163488464446473,5.33197698365497e-05,0.000620020925998777,0.000501161110878451
WCR2020_136,6/8/20,Female,485,Middle,2,0.0795692448039678,0.155826087050226,0.00743182599544512,0.0144594594836235
WCR2020_137,6/8/20,Female,450,Middle,0,0.1050902155988,0.197788635082971,0.00821952074766163,0.0159888867288828
WCR2020_138,6/12/20,Male,470,Middle,0,0.0623259828896958,0.124586248049277,0.00785600990056978,0.0156895132735372
WCR2020_140,6/12/20,Male,475,Middle,6,0.999733834372855,0.000507752996642881,0.000769652111897856,0.00150404868723119
WCR2020_141,6/12/20,Female,445,Middle,2,0.0183423096451095,0.0364934754004466,0.00475811064243314,0.00947136487811803
WCR2020_142,6/12/20,Male,464,Middle,6,0.839537753634069,0.314326314811391,0.00826552882790565,0.0164303354918956
WCR2020_143,6/12/20,Female,450,Middle,6,0.997791103453472,0.00436235721688049,0.00155795296304859,0.00308998807449825
WCR2020_144,6/12/20,Male,462,Middle,1,0.0266609232845962,0.0499328116173374,0.00523146092891702,0.0098116741515696
WCR2020_145,6/13/20,Male,346,Middle,0,0.0418211455795186,0.0803675321939177,0.00592442750930788,0.0115367460995913
WCR2020_146,6/13/20,Female,435,Middle,1,0.145029124613295,0.289623921892081,0.00857303291559208,0.0173447884619236
WCR2020_147,6/13/20,Female,430,Middle,6,0.996198539329671,0.00549229002861445,0.002579324884573,0.00447599641047417
